sepal_length,sepal_width,petal_length,petal_width,species
-0.9105153967662912,1.1591505412799377,-1.3737639079996706,-1.3485250794033175,-1.25245466608402
-1.151122180346161,-0.10192232777275136,-1.3737639079996706,-1.3485250794033175,-1.25245466608402
-1.391728963926032,0.40250681984832465,-1.430841179077631,-1.3485250794033175,-1.25245466608402
-1.512032355715968,0.15029224603778665,-1.3166866369217105,-1.3485250794033175,-1.25245466608402
-1.030818788556226,1.4113651150904756,-1.3737639079996706,-1.3485250794033175,-1.25245466608402
-0.5496052213964844,2.1680088365220884,-1.20253209476579,-1.0842503658558216,-1.25245466608402
-1.512032355715968,0.9069359674693995,-1.3737639079996706,-1.2163877226295694,-1.25245466608402
-1.030818788556226,0.9069359674693995,-1.3166866369217105,-1.3485250794033175,-1.25245466608402
-1.7526391392958378,-0.35413690158328937,-1.3737639079996706,-1.3485250794033175,-1.25245466608402
-1.151122180346161,0.15029224603778665,-1.3166866369217105,-1.480662436177065,-1.25245466608402
-0.5496052213964844,1.6635796889010135,-1.3166866369217105,-1.3485250794033175,-1.25245466608402
-1.2714255721360972,0.9069359674693995,-1.2596093658437504,-1.3485250794033175,-1.25245466608402
-1.2714255721360972,-0.10192232777275136,-1.3737639079996706,-1.480662436177065,-1.25245466608402
-1.872942531085774,-0.10192232777275136,-1.544995721233551,-1.480662436177065,-1.25245466608402
-0.06839165423674362,2.4202234103326266,-1.4879184501555909,-1.3485250794033175,-1.25245466608402
-0.5496052213964844,2.1680088365220884,-1.430841179077631,-1.0842503658558216,-1.25245466608402
-0.9105153967662912,1.1591505412799377,-1.3737639079996706,-1.2163877226295694,-1.25245466608402
-0.18869504602667855,1.9157942627115505,-1.20253209476579,-1.2163877226295694,-1.25245466608402
-0.9105153967662912,1.9157942627115505,-1.3166866369217105,-1.2163877226295694,-1.25245466608402
-0.5496052213964844,0.9069359674693995,-1.20253209476579,-1.3485250794033175,-1.25245466608402
-0.9105153967662912,1.6635796889010135,-1.3166866369217105,-1.0842503658558216,-1.25245466608402
-1.512032355715968,1.4113651150904756,-1.6020729923115113,-1.3485250794033175,-1.25245466608402
-0.9105153967662912,0.6547213936588615,-1.20253209476579,-0.9521130090820737,-1.25245466608402
-1.2714255721360972,0.9069359674693995,-1.08837755260987,-1.3485250794033175,-1.25245466608402
-1.030818788556226,-0.10192232777275136,-1.2596093658437504,-1.3485250794033175,-1.25245466608402
-1.030818788556226,0.9069359674693995,-1.2596093658437504,-1.0842503658558216,-1.25245466608402
-0.7902120049763552,1.1591505412799377,-1.3166866369217105,-1.3485250794033175,-1.25245466608402
-0.7902120049763552,0.9069359674693995,-1.3737639079996706,-1.3485250794033175,-1.25245466608402
-1.391728963926032,0.40250681984832465,-1.2596093658437504,-1.3485250794033175,-1.25245466608402
-1.2714255721360972,0.15029224603778665,-1.2596093658437504,-1.3485250794033175,-1.25245466608402
-0.5496052213964844,0.9069359674693995,-1.3166866369217105,-1.0842503658558216,-1.25245466608402
-1.151122180346161,0.15029224603778665,-1.3166866369217105,-1.3485250794033175,-1.25245466608402
-1.030818788556226,0.40250681984832465,-1.4879184501555909,-1.3485250794033175,-1.25245466608402
-0.42930182960654945,1.1591505412799377,-1.430841179077631,-1.3485250794033175,-1.25245466608402
-1.151122180346161,1.4113651150904756,-1.3737639079996706,-1.480662436177065,-1.25245466608402
-1.7526391392958378,-0.10192232777275136,-1.430841179077631,-1.3485250794033175,-1.25245466608402
-0.9105153967662912,0.9069359674693995,-1.3166866369217105,-1.3485250794033175,-1.25245466608402
-1.030818788556226,1.1591505412799377,-1.430841179077631,-1.2163877226295694,-1.25245466608402
-1.632335747505903,-1.8674243444465164,-1.430841179077631,-1.2163877226295694,-1.25245466608402
-1.7526391392958378,0.40250681984832465,-1.430841179077631,-1.3485250794033175,-1.25245466608402
-1.030818788556226,1.1591505412799377,-1.2596093658437504,-0.8199756523083259,-1.25245466608402
-0.9105153967662912,1.9157942627115505,-1.08837755260987,-1.0842503658558216,-1.25245466608402
-1.2714255721360972,-0.10192232777275136,-1.3737639079996706,-1.2163877226295694,-1.25245466608402
-0.9105153967662912,1.9157942627115505,-1.2596093658437504,-1.3485250794033175,-1.25245466608402
-1.512032355715968,0.40250681984832465,-1.3737639079996706,-1.3485250794033175,-1.25245466608402
-0.6699086131864204,1.6635796889010135,-1.3166866369217105,-1.3485250794033175,-1.25245466608402
-1.030818788556226,0.6547213936588615,-1.3737639079996706,-1.3485250794033175,-1.25245466608402
1.3752490472424808,0.40250681984832465,0.5097860375730142,0.23712320188165698,-0.025217208041960232
0.6534286965028692,0.40250681984832465,0.3956314954170938,0.36926055865540497,-0.025217208041960232
1.2549456554525458,0.15029224603778665,0.6239405797289346,0.36926055865540497,-0.025217208041960232
-0.42930182960654945,-1.8674243444465164,0.11024514002729309,0.10498584510790927,-0.025217208041960232
0.773732088292804,-0.6063514753938274,0.45270876649505376,0.36926055865540497,-0.025217208041960232
-0.18869504602667855,-0.6063514753938274,0.3956314954170938,0.10498584510790927,-0.025217208041960232
0.5331253047129331,0.6547213936588615,0.5097860375730142,0.5013979154291529,-0.025217208041960232
-1.151122180346161,-1.6152097706359783,-0.289295757518428,-0.2914262252133344,-0.025217208041960232
0.8940354800827389,-0.35413690158328937,0.45270876649505376,0.10498584510790927,-0.025217208041960232
-0.7902120049763552,-0.8585660492043643,0.0531678689493329,0.23712320188165698,-0.025217208041960232
0.051911737553192366,-0.10192232777275136,0.2243996821832135,0.36926055865540497,-0.025217208041960232
